100,100,100,100,100
99.9975,99.5977,100.882,100.224,99.9243
100.476,98.9929,101.046,100.877,100.464
100.421,99.4175,98.4165,101.984,101.007
99.8309,99.7271,98.9599,100.877,99.5819
100.642,99.8016,98.3978,100.62,101.291
99.4017,98.8812,98.1029,100.478,101.387
97.7892,98.6639,98.5532,100.268,100.571
98.2686,97.4177,99.773,98.8008,99.4433
98.9772,97.375,102.292,101.102,98.2255
99.2397,96.4937,103.241,101.064,96.78
99.8944,95.8287,103.414,99.8176,95.9355
98.711,95.331,104.213,101.665,95.2191
98.9115,92.743,102.535,102.395,94.2779
97.7353,93.2495,102.854,101.966,94.1235
97.9373,94.3444,100.921,100.955,94.0131
96.5258,94.5943,104.428,100.177,94.2967
99.7328,93.4582,103.376,99.4076,95.014
101.936,93.1281,102.03,99.9672,96.2582
102.542,93.4897,102.004,100.956,96.8282
102.116,94.3011,102.747,101.126,96.8544
101.684,94.7306,103.614,100.409,96.4708
104.996,94.9087,105.369,98.9757,95.6048
105.517,96.7697,106.768,97.9853,96.1109
106.189,96.9035,108.395,99.5792,96.4415
105.543,97.6048,109.682,102.434,98.0077
106.949,97.218,112.754,103.64,99.495
107.917,98.8101,111.34,102.635,99.7477
107.328,96.9752,111.089,104.233,100.146
108.29,97.5315,112.194,104.286,100.645
107.033,98.794,112.506,105.539,101.28
107.501,98.2448,111.357,106.21,102.433
108.128,97.5403,112.481,106,102.333
108.496,99.0852,112.375,104.962,103.596
108.623,99.8065,112.136,104.1,103.907
108.015,101.362,113.343,102.045,104.107
107.262,100.956,112.532,103.013,103.919
108.382,99.9024,111.823,103.239,103.616
109.326,100.555,110.553,104.37,103.77
107.58,100.655,109.477,105.169,104.542
106.425,99.8469,108.004,104.532,106.98
106.404,98.4941,107.086,104.541,108.403
106.009,99.0354,106.776,104.868,107.665
107.083,98.9056,106.563,103.741,108.93
107.336,99.4712,106.677,103.138,108.458
108.835,99.4842,107.039,102.457,109.688
110.929,100.899,106.123,101.696,111.008
113.66,101.125,105.948,101.534,112.507
112.755,102.82,106.491,101.302,111.263
113.838,102.29,105.501,101.585,111.173
116.012,101.864,103.811,101.127,112.255
113.901,101.984,104.078,102.041,113.07
113.179,102.555,104.387,101.677,114.409
112.838,103.31,105.869,102.211,115.666
112.564,102.524,105.835,102.582,115.372
113.51,102.047,105.75,102.166,114.69
115.159,101.194,106.302,104.629,112.008
117.556,100.526,107.038,105.322,111.891
116.094,99.6537,106.619,105.184,110.234
115.53,99.3896,107.262,104.061,111.76
117.023,101.158,106.019,103.542,111.609
117.241,102.028,106.158,104.346,111.885
117.09,99.2904,106.642,103.343,112.623
117.145,100.281,108.082,103.893,115.094
115.88,100.328,107.703,104.356,114.23
115.909,100.069,107.685,103.605,112.96
116.737,99.1515,110.005,102.417,112.919
118.967,98.7159,109.701,103.467,110.997
117.732,99.1394,108.523,101.09,109.566
118.029,97.6309,107.872,102.095,108.501
117.055,95.8926,106.708,102.953,107.872
117.172,95.2884,104.158,104.952,108.685
118.076,95.9708,102.913,106.036,107.814
118.906,94.9564,101.347,105.348,107.649
119.404,96.7307,103.462,105.362,108.527
118.492,97.5978,101.91,104.061,106.934
118.941,98.3881,101.566,103.903,105.95
118.439,96.6159,100.462,103.69,106.939
118.717,97.0443,100.087,103.373,107.119
117.298,95.7784,99.2925,103.663,105.754
117.852,95.6328,99.5856,104.774,106.745
115.358,95.8838,100.696,104.25,106.138
115.311,96.5258,101.74,106.608,104.37
115.899,96.8406,101.89,106.324,104.286
115.296,96.191,102.786,105.058,105.242
115.289,95.5904,103.328,104.77,107.715
115.254,94.7667,104.574,105.399,107.768
116.226,94.8775,104.756,105.81,110.137
116.457,94.7005,108.322,105.896,109.261
114.465,94.0091,108.626,107.007,111.378
115.852,94.1982,109.532,108.522,110.252
117.283,96.1485,109.826,110.795,108.018
117.064,96.1464,110.552,111.069,108.62
117.795,96.852,110.738,111.083,109.266
118.205,97.8216,111.241,110.945,110.134
115.321,98.0823,112.321,112.671,107.955
114.187,99.0881,113.408,111.363,107.782
115.682,99.0005,111.523,110.951,107.53
113.485,98.4997,112.503,111.315,107.04
113.338,99.8008,111.65,110.398,109.126
115.839,100.447,110.403,108.916,110.806
114.093,100.667,110.937,106.606,112.873
113.505,101.032,111.609,107.698,112.033
112.108,101.524,111.153,107.975,114.455
112.345,102.505,112.376,107.388,115.251
110.549,99.8255,112.041,109.688,116.053
108.99,101.262,112.798,111.159,115.512
108.738,101.966,111.422,110.966,112.339
108.794,101.601,109.176,111.132,109.341
109.313,100.681,110.144,111.245,108.734
110.807,100.119,110.227,113.035,107.346
111.832,97.6089,110.706,113.106,106.315
112.477,97.6878,112.538,114.704,106.753
114.285,97.6341,111.975,115.456,105.794
112.724,97.6222,111.69,116.005,105.654
113.811,97.3391,113.507,115.102,104.912
114.682,98.8376,113.149,116.944,105.747
114.421,97.1432,114.03,117.139,105.103
116.327,97.5389,114.893,120.887,105.039
117.206,97.9084,114.695,118.84,104.353
115.663,98.1826,115.097,119.012,104.625
115.513,98.3499,115.908,119.418,103.361
112.75,98.5491,116.293,118.939,103.382
112.477,98.6279,114.545,119.157,101.25
113.296,97.7988,113.8,118.137,102.298
115.46,96.3177,113.686,119.347,102.447
116.53,95.9702,112.827,119.092,102.906
116.195,95.553,114.738,117.814,100.058
117.837,96.3462,115.28,117.903,100.853
118.759,96.961,113.238,117.891,100.822
118.199,95.6629,112.443,118.008,101.726
120.35,96.0103,112.98,120.168,101.938
